timeout energy time overhead #transitions
174 0.2443824600 1082.580000 0.045000 18
175 0.2446300500 1082.580000 0.045000 18
176 0.2448776400 1082.580000 0.045000 18
177 0.2451252300 1082.580000 0.045000 18
178 0.2453728200 1082.580000 0.045000 18
179 0.2456204100 1082.580000 0.045000 18
180 0.2458680000 1082.580000 0.045000 18
181 0.2461155900 1082.580000 0.045000 18
182 0.2463631800 1082.580000 0.045000 18
183 0.2466107700 1082.580000 0.045000 18
184 0.2468583600 1082.580000 0.045000 18
185 0.2471059500 1082.580000 0.045000 18
186 0.2473535400 1082.580000 0.045000 18
187 0.2476011300 1082.580000 0.045000 18
188 0.2478487200 1082.580000 0.045000 18
189 0.2480963100 1082.580000 0.045000 18
190 0.2483439000 1082.580000 0.045000 18
191 0.2485914900 1082.580000 0.045000 18
192 0.2488390800 1082.580000 0.045000 18
193 0.2490866700 1082.580000 0.045000 18
194 0.2493342600 1082.580000 0.045000 18
195 0.2495818500 1082.580000 0.045000 18
196 0.2498294400 1082.580000 0.045000 18
197 0.2500770300 1082.580000 0.045000 18
198 0.2503246200 1082.580000 0.045000 18
199 0.2505722100 1082.580000 0.045000 18
200 0.2508198000 1082.580000 0.045000 18
201 0.2510673900 1082.580000 0.045000 18
202 0.2513149800 1082.580000 0.045000 18
203 0.2515625700 1082.580000 0.045000 18
204 0.2518101600 1082.580000 0.045000 18
205 0.2520577500 1082.580000 0.045000 18
206 0.2523053400 1082.580000 0.045000 18
207 0.2525529300 1082.580000 0.045000 18
208 0.2528005200 1082.580000 0.045000 18
209 0.2530481100 1082.580000 0.045000 18
210 0.2532957000 1082.580000 0.045000 18
211 0.2535432900 1082.580000 0.045000 18
212 0.2537908800 1082.580000 0.045000 18
213 0.2540384700 1082.580000 0.045000 18
214 0.2542860600 1082.580000 0.045000 18
215 0.2545336500 1082.580000 0.045000 18
216 0.2547812400 1082.580000 0.045000 18
217 0.2550288300 1082.580000 0.045000 18
218 0.2552764200 1082.580000 0.045000 18
219 0.2555240100 1082.580000 0.045000 18
220 0.2557716000 1082.580000 0.045000 18
221 0.2560191900 1082.580000 0.045000 18
222 0.2562667800 1082.580000 0.045000 18
223 0.2565143700 1082.580000 0.045000 18
224 0.2567619600 1082.580000 0.045000 18
225 0.2570095500 1082.580000 0.045000 18
226 0.2572571400 1082.580000 0.045000 18
227 0.2575047300 1082.580000 0.045000 18
228 0.2577523200 1082.580000 0.045000 18
229 0.2579999100 1082.580000 0.045000 18
230 0.2582475000 1082.580000 0.045000 18
231 0.2584950900 1082.580000 0.045000 18
232 0.2587426800 1082.580000 0.045000 18
233 0.2589902700 1082.580000 0.045000 18
234 0.2592378600 1082.580000 0.045000 18
235 0.2594854500 1082.580000 0.045000 18
236 0.2597330400 1082.580000 0.045000 18
237 0.2599806300 1082.580000 0.045000 18
238 0.2602282200 1082.580000 0.045000 18
239 0.2604758100 1082.580000 0.045000 18
240 0.2607234000 1082.580000 0.045000 18
241 0.2609709900 1082.580000 0.045000 18
242 0.2612185800 1082.580000 0.045000 18
243 0.2614661700 1082.580000 0.045000 18
244 0.2617137600 1082.580000 0.045000 18
245 0.2619613500 1082.580000 0.045000 18
246 0.2622089400 1082.580000 0.045000 18
247 0.2624565300 1082.580000 0.045000 18
248 0.2627041200 1082.580000 0.045000 18
249 0.2629517100 1082.580000 0.045000 18
250 0.2631993000 1082.580000 0.045000 18
251 0.2634468900 1082.580000 0.045000 18
252 0.2636944800 1082.580000 0.045000 18
253 0.2639420700 1082.580000 0.045000 18
254 0.2641896600 1082.580000 0.045000 18
255 0.2644372500 1082.580000 0.045000 18
256 0.2646848400 1082.580000 0.045000 18
257 0.2649324300 1082.580000 0.045000 18
258 0.2651800200 1082.580000 0.045000 18
259 0.2654276100 1082.580000 0.045000 18
260 0.2656752000 1082.580000 0.045000 18
261 0.2659227900 1082.580000 0.045000 18
262 0.2661703800 1082.580000 0.045000 18
263 0.2664179700 1082.580000 0.045000 18
264 0.2666655600 1082.580000 0.045000 18
265 0.2669131500 1082.580000 0.045000 18
266 0.2671607400 1082.580000 0.045000 18
267 0.2674083300 1082.580000 0.045000 18
268 0.2676559200 1082.580000 0.045000 18
269 0.2679035100 1082.580000 0.045000 18
270 0.2681511000 1082.580000 0.045000 18
271 0.2683986900 1082.580000 0.045000 18
272 0.2686462800 1082.580000 0.045000 18
273 0.2688938700 1082.580000 0.045000 18
274 0.2691414600 1082.580000 0.045000 18
275 0.2693890500 1082.580000 0.045000 18
276 0.2696366400 1082.580000 0.045000 18
277 0.2698842300 1082.580000 0.045000 18
278 0.2701318200 1082.580000 0.045000 18
279 0.2703794100 1082.580000 0.045000 18
280 0.2706270000 1082.580000 0.045000 18
281 0.2708745900 1082.580000 0.045000 18
282 0.2711221800 1082.580000 0.045000 18
283 0.2713697700 1082.580000 0.045000 18
284 0.2716173600 1082.580000 0.045000 18
285 0.2718649500 1082.580000 0.045000 18
286 0.2721125400 1082.580000 0.045000 18
287 0.2723601300 1082.580000 0.045000 18
288 0.2726077200 1082.580000 0.045000 18
289 0.2728553100 1082.580000 0.045000 18
290 0.2731029000 1082.580000 0.045000 18
291 0.2733504900 1082.580000 0.045000 18
292 0.2735980800 1082.580000 0.045000 18
293 0.2738456700 1082.580000 0.045000 18
294 0.2740932600 1082.580000 0.045000 18
295 0.2743408500 1082.580000 0.045000 18
296 0.2745884400 1082.580000 0.045000 18
297 0.2748360300 1082.580000 0.045000 18
298 0.2750836200 1082.580000 0.045000 18
299 0.2753312100 1082.580000 0.045000 18
300 0.2755788000 1082.580000 0.045000 18
301 0.2758263900 1082.580000 0.045000 18
302 0.2760739800 1082.580000 0.045000 18
303 0.2763215700 1082.580000 0.045000 18
304 0.2765691600 1082.580000 0.045000 18
305 0.2768167500 1082.580000 0.045000 18
306 0.2770643400 1082.580000 0.045000 18
307 0.2773119300 1082.580000 0.045000 18
308 0.2775595200 1082.580000 0.045000 18
309 0.2778071100 1082.580000 0.045000 18
310 0.2780547000 1082.580000 0.045000 18
311 0.2783022900 1082.580000 0.045000 18
312 0.2785498800 1082.580000 0.045000 18
313 0.2787974700 1082.580000 0.045000 18
314 0.2790450600 1082.580000 0.045000 18
315 0.2792926500 1082.580000 0.045000 18
316 0.2795402400 1082.580000 0.045000 18
317 0.2797878300 1082.580000 0.045000 18
318 0.2800354200 1082.580000 0.045000 18
319 0.2802830100 1082.580000 0.045000 18
320 0.2805306000 1082.580000 0.045000 18
321 0.2807781900 1082.580000 0.045000 18
322 0.2810257800 1082.580000 0.045000 18
323 0.2812733700 1082.580000 0.045000 18
324 0.2815209600 1082.580000 0.045000 18
325 0.2817685500 1082.580000 0.045000 18
326 0.2820161400 1082.580000 0.045000 18
327 0.2822637300 1082.580000 0.045000 18
328 0.2825113200 1082.580000 0.045000 18
329 0.2827589100 1082.580000 0.045000 18
330 0.2830065000 1082.580000 0.045000 18
331 0.2832540900 1082.580000 0.045000 18
332 0.2835016800 1082.580000 0.045000 18
333 0.2837492700 1082.580000 0.045000 18
334 0.2839968600 1082.580000 0.045000 18
335 0.2842444500 1082.580000 0.045000 18
336 0.2844920400 1082.580000 0.045000 18
337 0.2847396300 1082.580000 0.045000 18
338 0.2849872200 1082.580000 0.045000 18
339 0.2852348100 1082.580000 0.045000 18
340 0.2854824000 1082.580000 0.045000 18
341 0.2857299900 1082.580000 0.045000 18
342 0.2859775800 1082.580000 0.045000 18
343 0.2862251700 1082.580000 0.045000 18
344 0.2864727600 1082.580000 0.045000 18
345 0.2867203500 1082.580000 0.045000 18
346 0.2869679400 1082.580000 0.045000 18
347 0.2872155300 1082.580000 0.045000 18
348 0.2874631200 1082.580000 0.045000 18
349 0.2877107100 1082.580000 0.045000 18
350 0.2879583000 1082.580000 0.045000 18
351 0.2882058900 1082.580000 0.045000 18
352 0.2884534800 1082.580000 0.045000 18
353 0.2887010700 1082.580000 0.045000 18
354 0.2889486600 1082.580000 0.045000 18
355 0.2891962500 1082.580000 0.045000 18
356 0.2894438400 1082.580000 0.045000 18
357 0.2896914300 1082.580000 0.045000 18
358 0.2899390200 1082.580000 0.045000 18
359 0.2901866100 1082.580000 0.045000 18
360 0.2904342000 1082.580000 0.045000 18
361 0.2906817900 1082.580000 0.045000 18
362 0.2909293800 1082.580000 0.045000 18
363 0.2911769700 1082.580000 0.045000 18
364 0.2914245600 1082.580000 0.045000 18
365 0.2916721500 1082.580000 0.045000 18
366 0.2919197400 1082.580000 0.045000 18
367 0.2921673300 1082.580000 0.045000 18
368 0.2924149200 1082.580000 0.045000 18
369 0.2926625100 1082.580000 0.045000 18
370 0.2929101000 1082.580000 0.045000 18
371 0.2931576900 1082.580000 0.045000 18
372 0.2934052800 1082.580000 0.045000 18
373 0.2936528700 1082.580000 0.045000 18
374 0.2939004600 1082.580000 0.045000 18
375 0.2941480500 1082.580000 0.045000 18
376 0.2943956400 1082.580000 0.045000 18
377 0.2946432300 1082.580000 0.045000 18
378 0.2948908200 1082.580000 0.045000 18
379 0.2951384100 1082.580000 0.045000 18
380 0.2953860000 1082.580000 0.045000 18
381 0.2956335900 1082.580000 0.045000 18
382 0.2958811800 1082.580000 0.045000 18
383 0.2961287700 1082.580000 0.045000 18
384 0.2963763600 1082.580000 0.045000 18
385 0.2966239500 1082.580000 0.045000 18
386 0.2968715400 1082.580000 0.045000 18
387 0.2971191300 1082.580000 0.045000 18
388 0.2973667200 1082.580000 0.045000 18
389 0.2976143100 1082.580000 0.045000 18
390 0.2978619000 1082.580000 0.045000 18
391 0.2981094900 1082.580000 0.045000 18
392 0.2983570800 1082.580000 0.045000 18
393 0.2986046700 1082.580000 0.045000 18
394 0.2988522600 1082.580000 0.045000 18
395 0.2990998500 1082.580000 0.045000 18
396 0.2993474400 1082.580000 0.045000 18
397 0.2995950300 1082.580000 0.045000 18
398 0.2998426200 1082.580000 0.045000 18
399 0.3000902100 1082.580000 0.045000 18
400 0.3003378000 1082.580000 0.045000 18
401 0.3005853900 1082.580000 0.045000 18
402 0.3008329800 1082.580000 0.045000 18
403 0.3010805700 1082.580000 0.045000 18
404 0.3013281600 1082.580000 0.045000 18
405 0.3015757500 1082.580000 0.045000 18
406 0.3018233400 1082.580000 0.045000 18
407 0.3020709300 1082.580000 0.045000 18
408 0.3023185200 1082.580000 0.045000 18
409 0.3025661100 1082.580000 0.045000 18
410 0.3028137000 1082.580000 0.045000 18
411 0.3030612900 1082.580000 0.045000 18
412 0.3033088800 1082.580000 0.045000 18
413 0.3035564700 1082.580000 0.045000 18
414 0.3038040600 1082.580000 0.045000 18
415 0.3040516500 1082.580000 0.045000 18
416 0.3042992400 1082.580000 0.045000 18
417 0.3045468300 1082.580000 0.045000 18
418 0.3047944200 1082.580000 0.045000 18
419 0.3050420100 1082.580000 0.045000 18
420 0.3052896000 1082.580000 0.045000 18
421 0.3055371900 1082.580000 0.045000 18
422 0.3057847800 1082.580000 0.045000 18
423 0.3060323700 1082.580000 0.045000 18
424 0.3062799600 1082.580000 0.045000 18
425 0.3065275500 1082.580000 0.045000 18
426 0.3067751400 1082.580000 0.045000 18
427 0.3070227300 1082.580000 0.045000 18
428 0.3072703200 1082.580000 0.045000 18
429 0.3075179100 1082.580000 0.045000 18
430 0.3077655000 1082.580000 0.045000 18
431 0.3080130900 1082.580000 0.045000 18
432 0.3082606800 1082.580000 0.045000 18
433 0.3085082700 1082.580000 0.045000 18
434 0.3087558600 1082.580000 0.045000 18
435 0.3090034500 1082.580000 0.045000 18
436 0.3092510400 1082.580000 0.045000 18
437 0.3094986300 1082.580000 0.045000 18
438 0.3097462200 1082.580000 0.045000 18
439 0.3099938100 1082.580000 0.045000 18
440 0.3102414000 1082.580000 0.045000 18
441 0.3104889900 1082.580000 0.045000 18
442 0.3107365800 1082.580000 0.045000 18
443 0.3109841700 1082.580000 0.045000 18
444 0.3112317600 1082.580000 0.045000 18
445 0.3114793500 1082.580000 0.045000 18
446 0.3117269400 1082.580000 0.045000 18
447 0.3119745300 1082.580000 0.045000 18
448 0.3122221200 1082.580000 0.045000 18
449 0.3124697100 1082.580000 0.045000 18
450 0.3127173000 1082.580000 0.045000 18
451 0.3129648900 1082.580000 0.045000 18
452 0.3132124800 1082.580000 0.045000 18
453 0.3134600700 1082.580000 0.045000 18
454 0.3137076600 1082.580000 0.045000 18
455 0.3139552500 1082.580000 0.045000 18
456 0.3142028400 1082.580000 0.045000 18
457 0.3144504300 1082.580000 0.045000 18
458 0.3146980200 1082.580000 0.045000 18
459 0.3149456100 1082.580000 0.045000 18
460 0.3151932000 1082.580000 0.045000 18
461 0.3154407900 1082.580000 0.045000 18
462 0.3156883800 1082.580000 0.045000 18
463 0.3159359700 1082.580000 0.045000 18
464 0.3161835600 1082.580000 0.045000 18
465 0.3164311500 1082.580000 0.045000 18
466 0.3166787400 1082.580000 0.045000 18
467 0.3169263300 1082.580000 0.045000 18
468 0.3171739200 1082.580000 0.045000 18
469 0.3174215100 1082.580000 0.045000 18
470 0.3176691000 1082.580000 0.045000 18
471 0.3179166900 1082.580000 0.045000 18
472 0.3181642800 1082.580000 0.045000 18
473 0.3184118700 1082.580000 0.045000 18
474 0.3186594600 1082.580000 0.045000 18
475 0.3189070500 1082.580000 0.045000 18
476 0.3191546400 1082.580000 0.045000 18
477 0.3194022300 1082.580000 0.045000 18
478 0.3196498200 1082.580000 0.045000 18
479 0.3198974100 1082.580000 0.045000 18
480 0.3201450000 1082.580000 0.045000 18
481 0.3203925900 1082.580000 0.045000 18
482 0.3206401800 1082.580000 0.045000 18
483 0.3208877700 1082.580000 0.045000 18
484 0.3211353600 1082.580000 0.045000 18
485 0.3213829500 1082.580000 0.045000 18
486 0.3216305400 1082.580000 0.045000 18
487 0.3218781300 1082.580000 0.045000 18
488 0.3221257200 1082.580000 0.045000 18
489 0.3223733100 1082.580000 0.045000 18
490 0.3226209000 1082.580000 0.045000 18
491 0.3228684900 1082.580000 0.045000 18
492 0.3231160800 1082.580000 0.045000 18
493 0.3233636700 1082.580000 0.045000 18
494 0.3236112600 1082.580000 0.045000 18
495 0.3238588500 1082.580000 0.045000 18
496 0.3241064400 1082.580000 0.045000 18
497 0.3243540300 1082.580000 0.045000 18
498 0.3246016200 1082.580000 0.045000 18
499 0.3248492100 1082.580000 0.045000 18
500 0.3250968000 1082.580000 0.045000 18
501 0.3253443900 1082.580000 0.045000 18
502 0.3255919800 1082.580000 0.045000 18
503 0.3258395700 1082.580000 0.045000 18
504 0.3260871600 1082.580000 0.045000 18
505 0.3263347500 1082.580000 0.045000 18
506 0.3265823400 1082.580000 0.045000 18
507 0.3268299300 1082.580000 0.045000 18
508 0.3270775200 1082.580000 0.045000 18
509 0.3273251100 1082.580000 0.045000 18
510 0.3275727000 1082.580000 0.045000 18
511 0.3278202900 1082.580000 0.045000 18
512 0.3280678800 1082.580000 0.045000 18
513 0.3283154700 1082.580000 0.045000 18
514 0.3285630600 1082.580000 0.045000 18
515 0.3288106500 1082.580000 0.045000 18
516 0.3290582400 1082.580000 0.045000 18
517 0.3293058300 1082.580000 0.045000 18
518 0.3295534200 1082.580000 0.045000 18
519 0.3298010100 1082.580000 0.045000 18
520 0.3300486000 1082.580000 0.045000 18
521 0.3302961900 1082.580000 0.045000 18
522 0.3305437800 1082.580000 0.045000 18
523 0.3307913700 1082.580000 0.045000 18
524 0.3310389600 1082.580000 0.045000 18
525 0.3312865500 1082.580000 0.045000 18
526 0.3315341400 1082.580000 0.045000 18
527 0.3317817300 1082.580000 0.045000 18
528 0.3320293200 1082.580000 0.045000 18
529 0.3322769100 1082.580000 0.045000 18
530 0.3325245000 1082.580000 0.045000 18
531 0.3327720900 1082.580000 0.045000 18
532 0.3330196800 1082.580000 0.045000 18
533 0.3332672700 1082.580000 0.045000 18
534 0.3335148600 1082.580000 0.045000 18
535 0.3337624500 1082.580000 0.045000 18
536 0.3340100400 1082.580000 0.045000 18
537 0.3342576300 1082.580000 0.045000 18
538 0.3345052200 1082.580000 0.045000 18
539 0.3347528100 1082.580000 0.045000 18
540 0.3350004000 1082.580000 0.045000 18
541 0.3352479900 1082.580000 0.045000 18
542 0.3354955800 1082.580000 0.045000 18
543 0.3357431700 1082.580000 0.045000 18
544 0.3359907600 1082.580000 0.045000 18
545 0.3362383500 1082.580000 0.045000 18
546 0.3364859400 1082.580000 0.045000 18
547 0.3367335300 1082.580000 0.045000 18
548 0.3369811200 1082.580000 0.045000 18
549 0.3372287100 1082.580000 0.045000 18
550 0.3374763000 1082.580000 0.045000 18
551 0.3377238900 1082.580000 0.045000 18
552 0.3379714800 1082.580000 0.045000 18
553 0.3382190700 1082.580000 0.045000 18
554 0.3384666600 1082.580000 0.045000 18
555 0.3387142500 1082.580000 0.045000 18
556 0.3389618400 1082.580000 0.045000 18
557 0.3392094300 1082.580000 0.045000 18
558 0.3394570200 1082.580000 0.045000 18
559 0.3397046100 1082.580000 0.045000 18
560 0.3399522000 1082.580000 0.045000 18
561 0.3401997900 1082.580000 0.045000 18
562 0.3404473800 1082.580000 0.045000 18
563 0.3406949700 1082.580000 0.045000 18
564 0.3409425600 1082.580000 0.045000 18
565 0.3411901500 1082.580000 0.045000 18
566 0.3414377400 1082.580000 0.045000 18
567 0.3416853300 1082.580000 0.045000 18
568 0.3419329200 1082.580000 0.045000 18
569 0.3421805100 1082.580000 0.045000 18
570 0.3424281000 1082.580000 0.045000 18
571 0.3426756900 1082.580000 0.045000 18
572 0.3429232800 1082.580000 0.045000 18
573 0.3431708700 1082.580000 0.045000 18
574 0.3434184600 1082.580000 0.045000 18
575 0.3436660500 1082.580000 0.045000 18
576 0.3439136400 1082.580000 0.045000 18
577 0.3441612300 1082.580000 0.045000 18
578 0.3444088200 1082.580000 0.045000 18
579 0.3446564100 1082.580000 0.045000 18
580 0.3449040000 1082.580000 0.045000 18
581 0.3451515900 1082.580000 0.045000 18
582 0.3453991800 1082.580000 0.045000 18
583 0.3456467700 1082.580000 0.045000 18
584 0.3458943600 1082.580000 0.045000 18
585 0.3461419500 1082.580000 0.045000 18
586 0.3463895400 1082.580000 0.045000 18
587 0.3466371300 1082.580000 0.045000 18
588 0.3468847200 1082.580000 0.045000 18
589 0.3471323100 1082.580000 0.045000 18
590 0.3473799000 1082.580000 0.045000 18
591 0.3476274900 1082.580000 0.045000 18
592 0.3478750800 1082.580000 0.045000 18
593 0.3481226700 1082.580000 0.045000 18
594 0.3483702600 1082.580000 0.045000 18
595 0.3486178500 1082.580000 0.045000 18
596 0.3488654400 1082.580000 0.045000 18
597 0.3491130300 1082.580000 0.045000 18
598 0.3493606200 1082.580000 0.045000 18
599 0.3496082100 1082.580000 0.045000 18
600 0.3498558000 1082.580000 0.045000 18
601 0.3501033900 1082.580000 0.045000 18
602 0.3503509800 1082.580000 0.045000 18
603 0.3505985700 1082.580000 0.045000 18
604 0.3508461600 1082.580000 0.045000 18
605 0.3510937500 1082.580000 0.045000 18
606 0.3513413400 1082.580000 0.045000 18
607 0.3515889300 1082.580000 0.045000 18
608 0.3518365200 1082.580000 0.045000 18
609 0.3520841100 1082.580000 0.045000 18
610 0.3523317000 1082.580000 0.045000 18
611 0.3525792900 1082.580000 0.045000 18
612 0.3528268800 1082.580000 0.045000 18
613 0.3530744700 1082.580000 0.045000 18
614 0.3533220600 1082.580000 0.045000 18
615 0.3535696500 1082.580000 0.045000 18
616 0.3538172400 1082.580000 0.045000 18
617 0.3540648300 1082.580000 0.045000 18
618 0.3543124200 1082.580000 0.045000 18
619 0.3545600100 1082.580000 0.045000 18
620 0.3548076000 1082.580000 0.045000 18
621 0.3550551900 1082.580000 0.045000 18
622 0.3553027800 1082.580000 0.045000 18
623 0.3555503700 1082.580000 0.045000 18
624 0.3557979600 1082.580000 0.045000 18
625 0.3560455500 1082.580000 0.045000 18
626 0.3562931400 1082.580000 0.045000 18
627 0.3565407300 1082.580000 0.045000 18
628 0.3567883200 1082.580000 0.045000 18
629 0.3570359100 1082.580000 0.045000 18
630 0.3572835000 1082.580000 0.045000 18
631 0.3575310900 1082.580000 0.045000 18
632 0.3577786800 1082.580000 0.045000 18
633 0.3580262700 1082.580000 0.045000 18
